,Track ID,genre,year of release,number of listens,track title,artist name,favorites
6636,67780,Rock,2012,352,We R Notified (live on WFMU),Lame Drivers,2
6637,68330,Rock,2012,874,Curse of the Knightmare,California X,2
6638,68331,Rock,2012,350,Hothed,California X,0
6639,68332,Rock,2012,331,Pond Rot,California X,0
6640,68333,Rock,2012,586,Mummy,California X,0
6641,68334,Rock,2012,1000,Sucker,California X,1
6642,68404,Rock,2012,3230,Party City,LAZY,5
6643,68507,Rock,2012,622,Wet Dreams,Casanovas In Heat,1
6644,68695,Rock,2012,312,Whirled,Chemical Peel,1
6645,68696,Rock,2012,1454,Singing Western,Chemical Peel,0
6646,68697,Rock,2012,213,Virus,Chemical Peel,0
6647,68698,Rock,2012,200,Hell,Chemical Peel,1
6648,68699,Rock,2012,149,Easily Fermented,Chemical Peel,1
6649,68700,Rock,2012,233,World May End,Chemical Peel,0
6650,68701,Rock,2012,400,Tired,Chemical Peel,0
6651,68707,Rock,2012,736,Hazardville,Potty Mouth,0
6652,68708,Rock,2012,1740,Kids,Potty Mouth,1
6653,68709,Rock,2012,745,Shithead,Potty Mouth,1
6654,68710,Rock,2012,707,Drip-Dry,Potty Mouth,1
6655,68711,Rock,2012,1357,Superfriends,Potty Mouth,3
6656,68712,Rock,2012,1764,Dog Song,Potty Mouth,0
6657,68713,Rock,2012,1932,Black and Studs,Potty Mouth,1
6658,68816,Rock,2012,1497,By Night & Spear,Zulus,0
6659,68817,Rock,2012,1201,Surgery,Zulus,0
6660,68818,Rock,2012,1614,Kisses,Zulus,0
6661,68819,Rock,2012,2007,Vibrations,Zulus,3
6662,68820,Rock,2012,3830,Blackout,Zulus,0
6663,68821,Rock,2012,5100,Death in the Current,Zulus,1
6664,68901,Rock,2012,1830,untitled 01,Unknown Artist,2
6665,68902,Rock,2012,366,an,Unknown Artist,1
6666,68903,Rock,2012,365,untitled 03,Unknown Artist,1
6667,68904,Rock,2012,318,uto,Unknown Artist,0
6668,68905,Rock,2012,352,untitled 05,Unknown Artist,0
6669,68906,Rock,2012,578,a burning sun,Unknown Artist,0
6670,68907,Rock,2012,661,as time began,Unknown Artist,2
6671,68909,Rock,2012,2020,Walking,Inperfektion,2
6672,68910,Rock,2012,665,Blame,Inperfektion,2
6673,68911,Rock,2012,505,Control,Inperfektion,0
6674,68912,Rock,2012,646,Monster,Inperfektion,0
6675,68913,Rock,2012,434,Borderline,Inperfektion,2
6676,68914,Rock,2012,387,Lost,Inperfektion,0
6677,68915,Rock,2012,379,Sacrifice,Inperfektion,1
6678,68916,Rock,2012,321,Numb (ft. Broto Verbo),Inperfektion,1
6679,68917,Rock,2012,335,My Reality (2012 Version),Inperfektion,1
6680,68918,Rock,2012,316,The Shame,Inperfektion,0
6681,69171,Rock,2012,1097,Really in Love,Royal Headache,1
6682,69172,Rock,2012,660,You Get Me High,Royal Headache,0
6683,69173,Rock,2012,609,Psychotic Episode,Royal Headache,2
6684,69174,Rock,2012,426,Down the Lane,Royal Headache,0
6685,69175,Rock,2012,741,Girls,Royal Headache,1
6686,69176,Rock,2012,625,Distant and Vague,Royal Headache,0
6687,69177,Rock,2012,760,Pity,Royal Headache,0
6688,69178,Rock,2012,1590,Stand and Stare,Royal Headache,0
6689,69258,Rock,2012,1309,Void,Sonny & The Sunsets,2
6690,69259,Rock,2012,1690,Heart of Sadness,Sonny & The Sunsets,1
6691,69260,Rock,2012,822,Bad Vibes,Sonny & The Sunsets,0
6692,69261,Rock,2012,1034,Sea of Darkness,Sonny & The Sunsets,0
6693,69262,Rock,2012,1092,My Mind Messed Up,Sonny & The Sunsets,0
6694,69263,Rock,2012,2085,Dried Blood,Sonny & The Sunsets,1
6695,69264,Rock,2012,969,Out of This World,Dark Ages,0
6696,69265,Rock,2012,276,Can America Survive Part 1,Dark Ages,0
6697,69266,Rock,2012,255,Can America Survive Part 2,Dark Ages,0
6698,69267,Rock,2012,328,Merchants of Cool,Dark Ages,0
6699,69268,Rock,2012,334,No Cops,Dark Ages,0
6700,69269,Rock,2012,274,The Dark One,Dark Ages,0
6701,69270,Rock,2012,489,Power,Dark Ages,0
6702,69271,Rock,2012,305,Why,Dark Ages,0
6703,69272,Rock,2012,443,Yellow Eyes,Dark Ages,0
6704,69291,Rock,2012,1004,Let Down,No Class,1
6705,69292,Rock,2012,241,Intro (Stepback) Finest Hour,No Class,0
6706,69293,Rock,2012,306,Don't Come Crying,No Class,0
6707,69294,Rock,2012,354,Belfast,No Class,0
6708,69295,Rock,2012,267,You're Over,No Class,0
6709,69296,Rock,2012,509,Hate Crime,No Class,0
6710,69297,Rock,2012,584,Burning Bridges,No Class,0
6711,69298,Rock,2012,561,Crossed Wires,No Class,0
6712,69299,Rock,2012,1714,Tired Bored Angry Violent,No Class,0
6713,69349,Rock,2012,418,We Gotta Go,Dikes of Holland,1
6714,69350,Rock,2012,210,Streetwalker,Dikes of Holland,1
6715,69351,Rock,2012,152,Kinky Parents,Dikes of Holland,0
6716,69352,Rock,2012,128,Start Over,Dikes of Holland,0
6717,69353,Rock,2012,224,Braindead USA,Dikes of Holland,0
6718,69354,Rock,2012,78,Rotten Taste,Dikes of Holland,0
6719,69355,Rock,2012,134,Future Eyes,Dikes of Holland,0
6720,69356,Rock,2012,97,Last Sentence,Dikes of Holland,0
6721,69357,Rock,2012,156,City Feet,Dikes of Holland,0
6722,69358,Rock,2012,275,Meat Eaters,Dikes of Holland,2
6723,69359,Rock,2012,152,Servant Girl Annihilator,Dikes of Holland,1
6724,69360,Rock,2012,202,My Babys Kinda mean,Dikes of Holland,1
6725,69361,Rock,2012,1118,Dirty San Franciscan,Dikes of Holland,3
6726,69362,Rock,2012,450,UFT,Dikes of Holland,0
6727,69636,Rock,2012,644,l'homme armé,Musik Studio,0
6728,69637,Rock,2012,148,plus rein ne compte,Musik Studio,0
6729,69638,Rock,2012,472,berlin,Musik Studio,0
6730,69639,Rock,2012,141,fourmilière,Musik Studio,0
6731,69640,Rock,2012,141,je couche avec mon patron,Musik Studio,0
6732,69641,Rock,2012,154,ouessant,Musik Studio,0
6733,69642,Rock,2012,210,socialiste-l'afric,Musik Studio,0
6734,69643,Rock,2012,211,moi et ma voiture,Musik Studio,0
6735,69644,Rock,2012,216,plestin,Musik Studio,0
6736,69645,Rock,2012,305,la tragédie du repas,Musik Studio,1
6737,69646,Rock,2012,582,suicide,Musik Studio,0
6738,69647,Rock,2012,519,que la bourgeoisie comprenne,Musik Studio,0
6739,69688,Rock,2012,715,el dolor desenfrenado,Pinche Tirano,1
6740,69689,Rock,2012,798,un dub romántico,Pinche Tirano,0
6741,69690,Rock,2012,563,the way I dance tonight,Pinche Tirano,0
6742,69691,Rock,2012,346,florcita,Pinche Tirano,0
6743,69692,Rock,2012,288,mi trono está en alza hoy,Pinche Tirano,0
6744,69693,Rock,2012,361,asihash,Pinche Tirano,0
6745,69694,Rock,2012,699,I can't save the world,Pinche Tirano,0
6746,69695,Rock,2012,610,tell me how you feel about it,Pinche Tirano,0
6747,69696,Rock,2012,1496,tell me tell me,Pinche Tirano,0
6748,69719,Rock,2012,1835,intro,ROGER ROBERT,0
6749,69720,Rock,2012,644,Tu vas crevette,ROGER ROBERT,0
6750,69721,Rock,2012,692,La reine,ROGER ROBERT,0
6751,69722,Rock,2012,2142,Vikings,ROGER ROBERT,0
6752,69723,Rock,2012,1899,Dracula,ROGER ROBERT,0
6753,69724,Rock,2012,987,La vierge de fer,ROGER ROBERT,0
6754,69725,Rock,2012,1613,Brillant pat,ROGER ROBERT,0
6755,69726,Rock,2012,2386,She's gonna maneouvre,ROGER ROBERT,1
6756,69727,Rock,2012,6969,Sxy folys,ROGER ROBERT,5
6757,69737,Rock,2012,772,Great and Dreadful Sky,Chat Logs,2
6758,69738,Rock,2012,179,Strangler Fig,Chat Logs,0
6759,69739,Rock,2012,173,Salomon Da'em,Chat Logs,0
6760,69740,Rock,2012,352,Resurrection,Chat Logs,0
6761,69741,Rock,2012,513,JokerDracula,Chat Logs,0
6762,69742,Rock,2012,371,Cropsee pts. 1 and 2,Chat Logs,0
6763,69743,Rock,2012,759,Isolation Rites,Chat Logs,0
6764,69769,Rock,2012,1431,Kid,Ghastly Spats,2
6765,69773,Rock,2012,1580,Two Timer,Straight Arrows,11
6766,69776,Rock,2012,1389,Mono,Lenin Lennon,1
6767,69778,Rock,2012,476,Womb Envy,Amateur Childbirth,1
6768,69781,Rock,2012,3530,Secret Wave,Home Blitz,4
6769,69782,Rock,2012,1081,Skirts of Rain,Love Chants,1
6770,69924,Rock,2012,348,Interview,Acid Problem,0
6771,69925,Rock,2012,577,Pusher,Acid Problem,0
6772,69926,Rock,2012,491,Slow Control,Acid Problem,0
6773,69927,Rock,2012,342,GPK,Acid Problem,0
6774,69928,Rock,2012,491,US of Oi!,Acid Problem,0
6775,69929,Rock,2012,1098,Death Bag,Acid Problem,0
6776,69930,Rock,2012,241,This Mild Delusion,Estrogen Highs,0
6777,69931,Rock,2012,162,Tell It To Them,Estrogen Highs,0
6778,69932,Rock,2012,167,Alchemy Contest,Estrogen Highs,0
6779,69933,Rock,2012,404,Weed Queen,Estrogen Highs,0
6780,69934,Rock,2012,201,I Saw Light,Estrogen Highs,0
6781,69935,Rock,2012,164,Columbus Nightwalkers,Estrogen Highs,0
6782,69936,Rock,2012,122,Supposing Vein,Estrogen Highs,0
6783,69937,Rock,2012,309,Hospital Cloud,Estrogen Highs,0
6784,69938,Rock,2012,232,It Has To Rhyme,Estrogen Highs,1
6785,69939,Rock,2012,409,I Am Tradition,Estrogen Highs,1
6786,69940,Rock,2012,472,Interview,White Wires,0
6787,69941,Rock,2012,705,Just Wanna Be With You,White Wires,2
6788,69942,Rock,2012,520,In My Bed,White Wires,1
6789,69943,Rock,2012,606,Pogo Til I Puke,White Wires,2
6790,69944,Rock,2012,1310,Crazy,White Wires,0
6791,69945,Rock,2012,1914,Roxanne,White Wires,1
6792,69946,Rock,2012,2241,Magic,White Wires,1
6793,69947,Rock,2012,2658,Ha Ha Holiday,White Wires,5
6794,69948,Rock,2012,1416,Dont Call Me When Youre Ill,White Wires,1
6795,69949,Rock,2012,3708,All Night Long,White Wires,1
6796,69950,Rock,2012,810,Jackson,Bee and Flower,1
6797,69951,Rock,2012,528,In The Dawn And Dusk,Bee and Flower,0
6798,69952,Rock,2012,667,Swallow Your Stars,Bee and Flower,1
6799,69953,Rock,2012,836,It's The Rain,Bee and Flower,1
6800,69954,Rock,2012,994,I Know Your Name,Bee and Flower,1
6801,69955,Rock,2012,479,Sludge Seed,Shoxx,1
6802,69956,Rock,2012,176,Dark Cylindar,Shoxx,0
6803,69957,Rock,2012,154,Down the Toilet,Shoxx,0
6804,69958,Rock,2012,88,VD,Shoxx,0
6805,69959,Rock,2012,121,The New Card,Shoxx,0
6806,69960,Rock,2012,130,Carbon Cancer,Shoxx,0
6807,69961,Rock,2012,99,Flunk,Shoxx,0
6808,70040,Rock,2012,897,Wir Bauen Eine Neue Stadt,Titmachine,0
6809,70041,Rock,2012,956,Sex Bomb,Titmachine,0
6810,70042,Rock,2012,305,Higgeldy Piggeldy,Titmachine,0
6811,70043,Rock,2012,362,Some Kinda Distortion,Titmachine,0
6812,70044,Rock,2012,646,Schneller,Titmachine,0
6813,70045,Rock,2012,894,Jana's Dream (bonus),Titmachine,0
6814,70190,Rock,2012,508,Interview,Apache Dropout,0
6815,70191,Rock,2012,412,Candy Bar,Apache Dropout,1
6816,70192,Rock,2012,302,Heavy Windows,Apache Dropout,0
6817,70193,Rock,2012,540,I 80,Apache Dropout,1
6818,70194,Rock,2012,477,Archie's Army,Apache Dropout,0
6819,70195,Rock,2012,304,Sylvia,Apache Dropout,1
6820,70196,Rock,2012,262,Sittin' Around,Apache Dropout,1
6821,70197,Rock,2012,284,Katie Verlaine,Apache Dropout,1
6822,70198,Rock,2012,529,Radiation,Apache Dropout,1
6823,70199,Rock,2012,606,Carryin' Fleas,Apache Dropout,0
6824,70200,Rock,2012,719,Interview,Pow Wows,0
6825,70201,Rock,2012,421,E.I.O.,Pow Wows,0
6826,70202,Rock,2012,763,Fire Song,Pow Wows,2
6827,70204,Rock,2012,689,Know Her Name,Pow Wows,2
6828,70205,Rock,2012,1028,Shock Corridor,Pow Wows,2
6829,70245,Rock,2012,1170,Trainwreck,The Mess Around,3
6830,70246,Rock,2012,254,It's Gonna Pour,The Mess Around,0
6831,70247,Rock,2012,358,Drunken Words,The Mess Around,0
6832,70248,Rock,2012,263,Find Me Gone,The Mess Around,0
6833,70249,Rock,2012,308,"Don""t Ever Think",The Mess Around,0
6834,70250,Rock,2012,372,Goddamn I Get To Be Your Man,The Mess Around,0
6835,70251,Rock,2012,827,Shake It On Down,The Mess Around,1
6836,70267,Rock,2012,1751,Tataka-e,Nomad,0
6837,70268,Rock,2012,609,Seiji No Uso,Nomad,1
6838,70269,Rock,2012,330,Akuma,Nomad,0
6839,70270,Rock,2012,272,Akiramenai,Nomad,0
6840,70271,Rock,2012,309,Seiji,Nomad,0
6841,70272,Rock,2012,610,Tsuzuku,Nomad,0
6842,70273,Rock,2012,432,Kuku No Saigai,Nomad,1
6843,70274,Rock,2012,877,Tachi Agare,Nomad,1
6844,70275,Rock,2012,1783,Ashita Wa Nai,Nomad,0
6845,70392,Rock,2012,107,weymouth,The Needy Visions,2
6846,70393,Rock,2012,76,outta gary,The Needy Visions,1
6847,70394,Rock,2012,135,endless possibilities,The Needy Visions,0
6848,70395,Rock,2012,77,macs big secret,The Needy Visions,1
6849,70396,Rock,2012,193,island logic,The Needy Visions,1
6850,70397,Rock,2012,158,at risk youth,The Needy Visions,0
6851,70398,Rock,2012,168,all day every day,The Needy Visions,0
6852,70399,Rock,2012,205,havers of fun,The Needy Visions,1
6853,70400,Rock,2012,214,number of the beast,The Needy Visions,1
6854,70401,Rock,2012,306,shitty magazine,The Needy Visions,1
6855,70402,Rock,2012,3246,Soft Sounds,Saralee,2
6856,70403,Rock,2012,3013,Pigeon Song,Pile,3
6857,70405,Rock,2012,1973,I Don't Understand,Doomstar,3
6858,70406,Rock,2012,1370,Kinda But Not Really,The Needy Visions,1
6859,70407,Rock,2012,1675,Nudity,Fat History Month,2
6860,70409,Rock,2012,2335,Jimnicluc,Kid Romance,3
6861,70412,Rock,2012,1807,Not Afraid To Die,Kal Marks,1
6862,70434,Rock,2012,723,I Wish That I Never Had Fed You,Spider Bags,1
6863,70435,Rock,2012,618,Teenage Eyes,Spider Bags,1
6864,70436,Rock,2012,736,Friday Night,Spider Bags,1
6865,70437,Rock,2012,1940,Keys To The City,Spider Bags,0
6866,70438,Rock,2012,537,Simona La Ramona,Spider Bags,1
6867,70439,Rock,2012,733,Standing On A Curb,Spider Bags,1
6868,70440,Rock,2012,1428,Shape I Was In,Spider Bags,0
6869,70687,Rock,2012,590,Interview,Gay Witch Abortion,1
6870,70688,Rock,2012,307,Bilocation,Gay Witch Abortion,2
6871,70689,Rock,2012,244,Betty Brown,Gay Witch Abortion,1
6872,70690,Rock,2012,289,Prison Charm,Gay Witch Abortion,1
6873,70691,Rock,2012,278,Hornet Japonica,Gay Witch Abortion,1
6874,70692,Rock,2012,236,Susan's Dad,Gay Witch Abortion,1
6875,70693,Rock,2012,388,Grow Or Die,Gay Witch Abortion,1
6876,70694,Rock,2012,282,Pugsley,Gay Witch Abortion,1
6877,70695,Rock,2012,491,Cult Chimera,Gay Witch Abortion,1
6878,70696,Rock,2012,667,Air Wonder Stories,Gay Witch Abortion,3
6879,70757,Rock,2012,300,21 Career de Valencia,The Everymen,0
6880,70809,Rock,2012,938,Dendam Membara,Hellcore,0
6881,70810,Rock,2012,985,Haram,Hellcore,0
6882,70811,Rock,2012,996,Mati Sia-Sia,Hellcore,1
6883,70812,Rock,2012,1513,Nyocot,Hellcore,0
6884,70813,Rock,2012,2738,Sakit Jiwa Terinfeksi,Hellcore,1
6885,70814,Rock,2012,260,Virginia Is For Your Suckers,The Matt Kurz One,0
6886,70815,Rock,2012,230,Set Of Wheels,The Matt Kurz One,0
6887,70816,Rock,2012,263,Here Come The Hurricanes,The Matt Kurz One,1
6888,70817,Rock,2012,149,Applicant,The Matt Kurz One,0
6889,70818,Rock,2012,251,Long Island I Swear,The Matt Kurz One,0
6890,70819,Rock,2012,243,Sarah Lynn or What Do You Call A One Man Band Without A Girlfriend?,The Matt Kurz One,0
6891,70820,Rock,2012,315,Wake Up Little Siouxie,The Matt Kurz One,1
6892,70821,Rock,2012,470,Unhappy People,The Matt Kurz One,0
6893,70822,Rock,2012,357,Epiphany!,The Matt Kurz One,0
6894,70823,Rock,2012,305,Tiny Kruschev,The Matt Kurz One,0
6895,70824,Rock,2012,605,Turn Your Back,The Matt Kurz One,0
6896,70882,Rock,2012,777,Underneath The Fruit Flies,Cheap Time,1
6897,70883,Rock,2012,352,Going Out,Cheap Time,0
6898,70884,Rock,2012,275,Other Stories,Cheap Time,1
6899,70885,Rock,2012,415,Goodbye Age,Cheap Time,0
6900,70886,Rock,2012,399,Same Surprise,Cheap Time,0
6901,70887,Rock,2012,490,Kill The Light,Cheap Time,0
6902,70888,Rock,2012,541,Modern Taste,Cheap Time,0
6903,70889,Rock,2012,892,Never Knew So Much,Cheap Time,1
6904,71063,Rock,2012,21,Interview,The Everymen,0
6905,71064,Rock,2012,358,Boss Johnny and The Get Lucky,The Everymen,0
6906,71065,Rock,2012,142,1000 Miles,The Everymen,0
6907,71066,Rock,2012,232,"Dance Only, Only Dance",The Everymen,0
6908,71067,Rock,2012,40,A Girl Named Lou,The Everymen,0
6909,71068,Rock,2012,66,Aint Good Enough For You Cover,The Everymen,0
6910,71069,Rock,2012,97,Coney Island High,The Everymen,0
6911,71070,Rock,2012,91,Ballad Of Sarin,The Everymen,0
6912,71071,Rock,2012,41,Zeppole Ben,The Everymen,0
6913,71072,Rock,2012,31,Fingers Crossed,The Everymen,0
6914,71073,Rock,2012,73,I Might Be Drinkin,The Everymen,0
6915,71074,Rock,2012,186,Dreams,The Everymen,0
6916,71077,Rock,2012,87,Conned,Vampire Lezbos,0
6917,71078,Rock,2012,116,Call To Arms,Vampire Lezbos,0
6918,71079,Rock,2012,86,Domestic Enemy,Vampire Lezbos,1
6919,71080,Rock,2012,176,Forrestal,Vampire Lezbos,0
6920,71081,Rock,2012,165,Oklahoma,Vampire Lezbos,0
6921,71082,Rock,2012,127,Hollow Earth,Vampire Lezbos,0
6922,71083,Rock,2012,132,Polar Capsize,Vampire Lezbos,0
6923,71084,Rock,2012,120,"Implant Boy, Girl",Vampire Lezbos,1
6924,71085,Rock,2012,97,Eraser,Vampire Lezbos,0
6925,71086,Rock,2012,176,Automaton,Vampire Lezbos,0
6926,71167,Rock,2012,1723,We're Not Friends Anymore,Body Holographic,3
6927,71176,Rock,2012,5954,Fylfot-Kalaos of the Chaldeans-Iron Broom-Halarunas-We Carry The Hammer,Grafvolluth,2
6928,71256,Rock,2012,1002,Polska,Oferta Especial,4
6929,71257,Rock,2012,343,Despertar,Oferta Especial,0
6930,71258,Rock,2012,291,Familia irreal,Oferta Especial,0
6931,71259,Rock,2012,379,Otro día más,Oferta Especial,0
6932,71260,Rock,2012,195,CFC´s,Oferta Especial,0
6933,71261,Rock,2012,233,Jungla de cristal,Oferta Especial,0
6934,71262,Rock,2012,250,Paso la vida,Oferta Especial,0
6935,71263,Rock,2012,211,Juguetes por balas,Oferta Especial,0
6936,71264,Rock,2012,235,5 Estrellas,Oferta Especial,0
6937,71265,Rock,2012,302,A la kalle,Oferta Especial,0
6938,71266,Rock,2012,580,Has pasado,Oferta Especial,0
6939,71270,Rock,2012,429,Burnt Wings,Pink Reason,0
6940,71271,Rock,2012,469,(I Don't Wanna Go to) The Zoo,Pink Reason,0
6941,71272,Rock,2012,508,Fuck You Shawn!,Pink Reason,0
6942,71273,Rock,2012,401,Song With No Name,Pink Reason,0
6943,71274,Rock,2012,413,Ache For You,Pink Reason,2
6944,71275,Rock,2012,533,Borrowed Time,Pink Reason,1
6945,71276,Rock,2012,3661,The Devil Always Wins,Pink Reason,3
6946,71303,Rock,2012,5892,Shock ya,Mules,13
6947,71304,Rock,2012,9169,Teenage Freakout,Mules,11
6948,71362,Rock,2012,1854,Pirates Of The Coast,Black Bones,7
6949,71363,Rock,2012,1272,We Will Rise Again,Black Bones,2
6950,71364,Rock,2012,1072,Seaquest,Black Bones,1
6951,71365,Rock,2012,1845,Burning Soul,Black Bones,3
6952,71366,Rock,2012,845,The Demon's Lair,Black Bones,3
6953,71367,Rock,2012,1299,Drink Up Me Mateys,Black Bones,3
6954,71368,Rock,2012,930,The Rattling Bones Of Gill Mc Gee,Black Bones,2
6955,71369,Rock,2012,1503,Captain Blood,Black Bones,5
6956,71370,Rock,2012,1125,End Of Time,Black Bones,1
6957,71371,Rock,2012,2289,Good Times,Black Bones,3
6958,71372,Rock,2012,3222,Rock N Roll,Black Bones,5
6959,71484,Rock,2012,275,Intro,Nuclear Santa Claust,0
6960,71485,Rock,2012,244,Space Case 216,Nuclear Santa Claust,0
6961,71486,Rock,2012,122,Got You In My Sight,Nuclear Santa Claust,0
6962,71487,Rock,2012,212,Time Machine,Nuclear Santa Claust,0
6963,71488,Rock,2012,1738,Bikini Island,Nuclear Santa Claust,0
6964,71489,Rock,2012,178,Since I Woke Up (Berlin Wall),Nuclear Santa Claust,0
6965,71490,Rock,2012,200,Cryptanalyst,Nuclear Santa Claust,1
6966,71491,Rock,2012,314,Grandpa John / Desert Storm,Nuclear Santa Claust,0
6967,71492,Rock,2012,451,I'm Alright,Nuclear Santa Claust,0
6968,71608,Rock,2012,970,"Drive, Phone, Crash, and Death",De Morte,0
6969,71609,Rock,2012,539,The Worst Man In The State Is The Best Man In Our Scene,De Morte,0
6970,71610,Rock,2012,1096,Murder Fact,De Morte,1
6971,71611,Rock,2012,1465,It's Over,De Morte,0
6972,71612,Rock,2012,977,"01 Grandfather, Tell Me a Story",NanowaR,0
6973,71613,Rock,2012,652,02 HeMan-Tricycles,NanowaR,0
6974,71614,Rock,2012,823,03 King,NanowaR,0
6975,71615,Rock,2012,1288,04 Power Of The Power,NanowaR,0
6976,71616,Rock,2012,1343,05 Number Of The Bitch,NanowaR,2
6977,71617,Rock,2012,2500,06 Metal-La-La-La,NanowaR,1
6978,71618,Rock,2012,985,07 Odino And Valhalla,NanowaR,1
6979,71619,Rock,2012,829,08 A Noble Pourpose,NanowaR,0
6980,71620,Rock,2012,3569,09 Metal,NanowaR,2
6981,71621,Rock,2012,1424,10 Introducing The Band,NanowaR,0
6982,71622,Rock,2012,4630,11 Master Of Pizza,NanowaR,2
6983,71623,Rock,2012,494,Don't Fuck Your Mother,Best Friends!,0
6984,71624,Rock,2012,295,Baby Horse Gone,Best Friends!,0
6985,71625,Rock,2012,383,The Best Friends! Theme Song,Best Friends!,0
6986,71626,Rock,2012,82,Glass Half Full,Best Friends!,0
6987,71627,Rock,2012,90,Mums The Word,Best Friends!,0
6988,71628,Rock,2012,260,Bad Tattoos Done Real Well,Best Friends!,0
6989,71629,Rock,2012,88,"To : Philly, From : Best Friends!",Best Friends!,1
6990,71630,Rock,2012,145,Our Friends Are So Important,Best Friends!,0
6991,71631,Rock,2012,106,Wooden Time Machine,Best Friends!,0
6992,71632,Rock,2012,122,Hug Life,Best Friends!,0
6993,71633,Rock,2012,146,Love Your Friends,Best Friends!,0
6994,71634,Rock,2012,156,Our Song,Best Friends!,0
6995,71635,Rock,2012,172,Smiles Are Contagious,Best Friends!,0
6996,71636,Rock,2012,50,Peter and Craig,Best Friends!,0
6997,71637,Rock,2012,146,The Best Ghost From Friends Town,Best Friends!,0
6998,71638,Rock,2012,154,"So Much Fun, No Regrets",Best Friends!,0
6999,71640,Rock,2012,106,Bear Hug Life!,Best Friends!,0
7000,71641,Rock,2012,152,The Best Friends! Sing-A-Long Song,Best Friends!,0
7001,71650,Rock,2012,491,Super Mega Thank You Song!,Best Friends!,0
7002,71651,Rock,2012,107,We Love Two Piece Fest!,Best Friends!,0
7003,71652,Rock,2012,147,We Love Craig Woods!,Best Friends!,0
7004,71653,Rock,2012,179,We Love To Eat Pizza!,Best Friends!,0
7005,71654,Rock,2012,123,What Rules? Fun Rules!,Best Friends!,0
7006,71655,Rock,2012,72,Peter and Craig,Best Friends!,0
7007,71656,Rock,2012,213,Kiss The Goat,Best Friends!,0
7008,71657,Rock,2012,660,Food Horny,Best Friends!,1
7009,71658,Rock,2012,612,Food Drunk,Best Friends!,0
7010,71659,Rock,2012,882,Food Coma,Best Friends!,2
7011,71660,Rock,2012,293,"Thanks, Little Bird",Best Friends!,0
7012,71661,Rock,2012,280,Fun Rules!,Best Friends!,0
7013,71662,Rock,2012,1054,Crushed Kids,Best Friends!,1
7014,71663,Rock,2012,478,It's Totally Worth It,Best Friends!,0
7015,71664,Rock,2012,219,2nd Best Friends,Best Friends!,0
7016,71665,Rock,2012,408,Love Your Friends,Best Friends!,0
7017,71666,Rock,2012,417,Our Song,Best Friends!,0
7018,71667,Rock,2012,429,We Love To Eat Pizza,Best Friends!,1
7019,71668,Rock,2012,278,Love Your Friends (Live),Best Friends!,0
7020,71669,Rock,2012,144,Glass Half Full (Live),Best Friends!,0
7021,71670,Rock,2012,234,Burps and The Tuning Monster (Live),Best Friends!,0
7022,71671,Rock,2012,906,The Best Friends! Theme Song (Live),Best Friends!,0
7023,71672,Rock,2012,279,Don't Fuck Your Mother (Live),Best Friends!,0
7024,71673,Rock,2012,298,You Just Got Best Friends Slammed (Live),Best Friends!,0
7025,71674,Rock,2012,471,Smiles Are Contagious (Live),Best Friends!,0
7026,71675,Rock,2012,1113,"Even Though Craig Woods Doesn't Skate, We Love Him (Live)",Best Friends!,0
7027,71676,Rock,2012,327,Wooden Time Machine (Live),Best Friends!,0
7028,71677,Rock,2012,6212,Funny Stares Do Not Work On The Radio (Live),Best Friends!,0
7029,71678,Rock,2012,996,Hug Life (Live),Best Friends!,0
7030,71710,Rock,2012,1787,Aeroplanes,The Joe Dirty Show,3
7031,71711,Rock,2012,2296,Not That Kind Of Girl,Bad Party,3
7032,71714,Rock,2012,4873,OX,Sros Lords,4
7033,71715,Rock,2012,1783,Name Droppers Of The World Unite,Feelings,3
7034,71719,Rock,2012,5591,Walked Too Deep,Black Tia,14
7035,71720,Rock,2012,1193,Make It Right,Johnny Ill,3
7036,71721,Rock,2012,2598,A.B.A.Y.A.M,Gardens,6
7037,71726,Rock,2012,2549,Public,Growing Pains,6
7038,71866,Rock,2012,1204,Tomorrow Sets You Free,Driftback,0
7039,71867,Rock,2012,530,Hate Mail,Driftback,1
7040,71868,Rock,2012,313,Talking 1,Driftback,0
7041,71869,Rock,2012,789,Eagle Eye,Driftback,1
7042,71870,Rock,2012,313,Talking 2,Driftback,0
7043,71871,Rock,2012,951,Fade Away,Driftback,1
7044,71872,Rock,2012,577,Talking 3,Driftback,0
7045,71873,Rock,2012,1303,Talking 4,Driftback,0
7046,71920,Rock,2012,1893,Sinister Calamity,Dark Asylum Music,4
7047,71921,Rock,2012,1024,Lady of the Spider,Dark Asylum Music,0
7048,71922,Rock,2012,810,Soul Swallow,Dark Asylum Music,0
7049,71923,Rock,2012,999,Nightmares in Red,Dark Asylum Music,1
7050,71924,Rock,2012,693,Book of Numbers,Dark Asylum Music,3
7051,71925,Rock,2012,797,Ex Mortis (Warning: Graphic),Dark Asylum Music,0
7052,71926,Rock,2012,1359,Cthulu Rises,Dark Asylum Music,2
7053,71927,Rock,2012,898,Scene from a Death,Dark Asylum Music,2
7054,71928,Rock,2012,1073,Bloody Mary,Dark Asylum Music,2
7055,71929,Rock,2012,663,Lazarus Syndrome (Undead Rising),Dark Asylum Music,1
7056,71930,Rock,2012,625,Borgir Pass,Dark Asylum Music,3
